customer_id,age,income,tenure_months,recency_days,num_purchases_last_year,avg_order_value,web_visits_last_month,email_open_rate,email_click_rate,prev_campaigns_contacted,prev_campaign_response,discount_offered_pct,has_loyalty_card,contact_channel,channel_preference,region,device,customer_segment,responded
CUST-90623,50,24700.0,63,107,11,46.52,3,0.289,0.1,2,1,15,1,Email,Phone,South,Desktop,VIP,1
CUST-90624,33,36800.0,14,95,3,60.71,4,0.462,0.066,0,0,15,0,Push,Push,North,Desktop,Dormant,0
CUST-90625,39,67100.0,38,66,5,47.94,3,0.527,0.092,4,0,5,0,Email,Email,South,Mobile,Dormant,0
CUST-90626,52,67900.0,33,26,4,88.22,9,0.24,0.112,3,1,15,0,Push,Push,East,Desktop,VIP,0
CUST-90627,65,47400.0,18,32,4,109.11,4,0.237,0.039,3,0,10,1,Email,SMS,West,Desktop,New,0
CUST-90628,38,53100.0,45,25,4,32.41,5,0.287,0.107,1,1,20,0,Email,Push,East,Mobile,New,0
CUST-90629,39,45600.0,20,9,4,27.77,11,0.403,0.099,4,1,5,1,SMS,SMS,East,Mobile,Regular,1
CUST-90630,43,28700.0,15,62,3,81.1,7,0.698,0.339,6,1,15,1,SMS,Email,West,Mobile,Regular,0
CUST-90631,57,79300.0,16,4,4,45.29,5,0.385,0.197,4,1,20,1,Email,Push,North,Desktop,New,0
CUST-90632,40,59800.0,33,208,3,40.78,6,0.447,0.253,3,0,20,1,Phone,Push,North,Mobile,Dormant,0
CUST-90633,59,104000.0,87,78,3,58.75,9,0.056,0.033,1,1,30,1,Email,Push,West,Mobile,New,0
CUST-90634,27,36100.0,52,12,3,113.21,3,0.218,0.132,2,0,15,0,Email,Email,East,Mobile,New,0
CUST-90635,38,49100.0,16,111,12,30.5,6,0.637,0.061,2,0,10,0,SMS,Email,North,Mobile,Dormant,0
CUST-90636,37,70500.0,29,261,2,136.05,3,0.166,0.076,2,0,10,1,Push,Push,East,Desktop,New,0
CUST-90637,50,46900.0,14,96,7,58.55,8,0.32,0.077,5,0,10,0,Phone,Email,North,Desktop,Regular,0
CUST-90638,54,22900.0,13,60,4,188.44,5,0.145,0.045,4,0,10,0,SMS,SMS,East,Mobile,Regular,0
CUST-90639,20,32100.0,5,89,3,73.15,9,0.581,0.076,1,0,20,1,Push,Email,East,Mobile,New,0
CUST-90640,28,54100.0,36,66,7,8.0,12,0.402,0.139,4,0,5,1,Email,Email,North,Mobile,Regular,0
CUST-90641,44,59200.0,18,21,4,17.6,6,0.322,0.124,4,0,15,1,Push,Push,East,Desktop,New,0
CUST-90642,31,,24,29,7,23.74,5,0.112,0.012,5,0,30,0,Phone,Phone,North,Mobile,New,0
CUST-90643,20,73100.0,36,99,3,56.39,3,0.694,0.106,5,0,25,1,Email,Push,South,Tablet,Dormant,0
CUST-90644,54,72800.0,8,67,9,164.65,8,0.458,0.135,3,0,15,1,SMS,Push,North,Desktop,Regular,0
CUST-90645,46,58800.0,10,73,3,62.23,4,0.53,0.269,1,0,30,1,Email,Email,South,Desktop,Regular,0
CUST-90646,46,52600.0,38,149,5,58.19,5,0.242,0.113,5,0,5,0,SMS,SMS,West,Mobile,Dormant,0
CUST-90647,34,46700.0,11,23,3,206.21,7,0.088,0.014,3,0,30,1,Email,Email,East,Desktop,New,0
CUST-90648,53,63600.0,12,54,5,43.16,7,0.682,0.327,4,0,10,1,Email,Email,North,Desktop,Regular,1
CUST-90649,37,71300.0,51,147,6,41.18,1,0.616,0.342,2,0,25,0,Email,Email,North,Desktop,Regular,0
CUST-90650,54,53300.0,26,60,4,26.9,1,0.617,0.318,4,0,5,0,Email,Email,South,Mobile,Regular,1
CUST-90651,28,61400.0,61,205,8,94.55,4,0.134,0.039,5,0,15,1,Push,Phone,East,Desktop,Regular,0
CUST-90652,29,45200.0,78,33,6,75.5,4,0.243,0.107,0,1,5,0,SMS,Email,East,Mobile,Regular,0
CUST-90653,43,22400.0,67,6,6,42.11,5,0.136,0.035,0,1,10,1,Email,Email,East,Mobile,New,0
CUST-90654,31,31000.0,8,48,4,106.73,9,0.697,0.176,5,0,15,1,Email,Push,West,Mobile,Regular,0
CUST-90655,49,,32,136,7,40.05,6,0.346,0.104,3,0,20,1,Push,SMS,East,Mobile,Regular,0
CUST-90656,43,61400.0,50,143,2,32.47,4,0.291,0.072,2,0,5,1,Push,SMS,East,Mobile,Regular,0
CUST-90657,28,85400.0,35,166,3,42.42,7,0.502,0.036,6,0,15,0,SMS,Email,North,Desktop,New,0
CUST-90658,41,53200.0,20,63,3,69.77,8,0.34,0.116,2,1,15,0,Email,Push,West,Desktop,Regular,0
CUST-90659,35,70200.0,11,28,6,136.07,6,0.658,0.259,2,1,5,0,Email,Email,East,Mobile,Regular,1
CUST-90660,52,79800.0,43,7,5,46.08,5,0.312,0.071,4,0,10,1,Email,SMS,East,Mobile,Regular,0
CUST-90661,32,72900.0,8,252,6,130.58,12,0.402,0.13,4,0,20,1,Push,SMS,South,Mobile,VIP,0
CUST-90662,34,39200.0,6,45,4,32.58,3,0.129,0.053,3,0,15,1,Push,Email,South,Mobile,Regular,0
CUST-90663,56,48100.0,13,15,7,204.99,8,0.461,0.057,7,0,20,0,Push,SMS,East,Mobile,Dormant,0
CUST-90664,69,54700.0,27,34,3,67.42,5,0.174,0.024,4,0,20,1,Push,Push,East,Mobile,Dormant,0
CUST-90665,66,31300.0,62,37,6,32.83,4,0.15,0.069,0,0,15,0,SMS,SMS,South,Desktop,Regular,0
CUST-90666,41,62000.0,22,8,5,69.8,8,0.467,0.173,5,0,10,1,SMS,Email,East,Mobile,Dormant,0
CUST-90667,43,73500.0,50,434,5,148.18,4,0.739,0.072,4,1,10,0,Push,Push,West,Mobile,Dormant,0
CUST-90668,60,41900.0,12,21,8,61.7,3,0.164,0.124,3,0,15,0,Push,Email,North,Desktop,Regular,0
CUST-90669,38,93400.0,19,239,5,21.33,9,0.208,0.092,6,1,20,1,Push,Email,South,Desktop,New,0
CUST-90670,27,45900.0,20,48,6,30.67,3,0.757,0.3,3,1,15,0,Email,SMS,East,Tablet,New,0
CUST-90671,42,47700.0,15,2,5,46.64,8,0.514,0.096,3,1,20,0,SMS,Email,West,Mobile,Regular,1
CUST-90672,46,47000.0,56,15,2,184.54,6,0.691,0.057,2,0,10,1,Push,Push,West,Mobile,Dormant,0
CUST-90673,29,37100.0,7,195,3,105.19,3,0.546,0.058,3,0,15,1,Email,Email,North,Desktop,Regular,0
CUST-90674,19,60800.0,55,48,5,148.96,9,0.495,0.025,3,0,5,0,Push,Email,South,Desktop,Dormant,0
CUST-90675,21,52400.0,33,46,4,147.64,6,0.753,0.011,2,0,15,1,Push,Email,North,Desktop,New,0
CUST-90676,49,86900.0,42,82,4,37.48,2,0.462,0.124,3,0,15,1,Email,Email,South,Desktop,Regular,1
CUST-90677,30,64800.0,14,38,5,149.76,10,0.334,0.044,6,0,5,1,Email,Email,East,Mobile,Dormant,0
CUST-90678,38,63300.0,42,90,3,69.35,6,0.163,0.028,4,0,15,1,Email,SMS,South,Desktop,New,0
CUST-90679,43,,5,52,4,182.82,6,0.606,0.356,2,1,25,1,Email,Email,North,Tablet,Regular,1
CUST-90680,48,22300.0,24,37,2,135.46,5,0.827,0.382,3,0,5,1,Push,Push,North,Mobile,Regular,0
CUST-90681,36,50100.0,34,124,6,41.29,6,0.441,0.129,4,0,15,1,Email,Email,South,Desktop,New,0
CUST-90682,46,34100.0,15,106,5,77.86,6,0.387,0.24,5,0,15,0,Email,Email,East,Desktop,VIP,0
CUST-90683,28,72000.0,8,88,4,148.67,4,0.627,0.312,3,0,25,1,Email,Push,South,Mobile,Dormant,0
CUST-90684,35,51400.0,13,95,6,53.85,8,0.163,0.03,1,0,15,0,SMS,Phone,East,Mobile,New,0
CUST-90685,27,87000.0,20,95,7,61.31,7,0.397,0.14,3,0,15,1,Push,Email,South,Mobile,Regular,0
CUST-90686,55,67400.0,19,31,8,36.24,5,0.669,0.118,2,0,30,0,Email,Email,South,Tablet,Regular,1
CUST-90687,40,69500.0,3,17,2,50.21,4,0.267,0.097,3,0,20,1,Email,Email,South,Mobile,Dormant,0
CUST-90688,30,56800.0,41,94,4,61.15,4,0.294,0.233,3,0,20,0,Email,Phone,North,Tablet,New,0
CUST-90689,35,56400.0,8,18,3,44.72,8,0.355,0.108,3,0,5,0,Email,Email,North,Desktop,New,0
CUST-90690,37,65700.0,32,16,5,31.36,8,0.799,0.344,2,0,10,0,SMS,Push,North,Mobile,Regular,1
CUST-90691,49,71400.0,15,120,9,142.43,8,0.197,0.034,3,1,10,1,Email,SMS,East,Mobile,VIP,0
CUST-90692,19,37100.0,6,68,4,50.45,6,0.616,0.114,3,0,10,0,Email,Phone,West,Mobile,Regular,0
CUST-90693,27,,46,84,2,113.75,7,0.301,0.092,4,0,15,0,SMS,Email,West,Mobile,Regular,0
CUST-90694,35,107000.0,22,21,6,76.09,2,0.27,0.07,6,0,5,1,Push,Email,West,Desktop,Regular,0
CUST-90695,73,50100.0,34,92,1,146.65,4,0.217,0.01,2,0,15,0,SMS,Push,North,Mobile,Dormant,0
CUST-90696,52,46600.0,35,177,7,26.99,2,0.255,0.118,4,0,15,0,Email,Email,East,Mobile,New,0
CUST-90697,39,37500.0,32,11,2,32.19,4,0.609,0.095,7,0,30,1,Email,Phone,North,Mobile,VIP,0
CUST-90698,49,21600.0,14,85,5,31.38,7,0.525,0.097,2,0,5,0,SMS,Email,East,Mobile,Dormant,0
CUST-90699,67,77000.0,36,41,5,70.13,7,0.695,0.147,2,0,15,0,Push,Email,South,Mobile,Regular,0
CUST-90700,37,53300.0,48,8,2,89.65,10,0.069,0.024,1,1,10,1,Push,Push,North,Mobile,Dormant,0
CUST-90701,35,58300.0,15,126,9,52.59,6,0.346,0.069,4,0,20,1,Push,SMS,South,Tablet,Regular,0
CUST-90702,56,90700.0,10,50,3,66.1,5,0.644,0.075,2,1,15,1,Email,Push,South,Desktop,Regular,0
CUST-90703,46,,16,124,4,123.08,7,0.245,0.034,3,0,15,1,Email,Push,North,Desktop,Regular,0
CUST-90704,49,33300.0,52,4,6,17.28,8,0.168,0.045,1,1,10,1,Phone,Email,South,Mobile,Regular,0
CUST-90705,33,74100.0,24,61,1,124.8,4,0.848,0.277,1,0,10,0,Email,Email,North,Tablet,VIP,1
CUST-90706,65,65100.0,64,119,6,69.95,9,0.523,0.213,6,0,5,0,SMS,Email,North,Mobile,VIP,0
CUST-90707,62,60400.0,19,99,4,44.02,5,0.327,0.044,1,0,20,0,SMS,SMS,West,Mobile,Regular,0
CUST-90708,47,62100.0,26,26,2,73.41,8,0.052,0.008,0,1,5,0,SMS,SMS,West,Mobile,Dormant,0
CUST-90709,49,51500.0,66,289,7,73.71,9,0.29,0.182,5,0,5,0,Email,SMS,North,Mobile,Regular,0
CUST-90710,18,85400.0,73,64,2,44.83,6,0.276,0.136,4,0,5,1,Email,Email,East,Mobile,Regular,0
CUST-90711,48,64900.0,43,41,6,88.03,5,0.265,0.013,2,0,5,0,Push,Email,North,Desktop,Regular,0
CUST-90712,37,59300.0,10,1,3,30.84,1,0.291,0.08,6,0,10,1,Push,SMS,North,Mobile,Dormant,0
CUST-90713,46,78200.0,27,118,6,110.08,10,0.301,0.116,5,0,30,0,Push,Push,West,Mobile,Regular,0
CUST-90714,49,70900.0,25,25,6,36.79,3,0.365,0.17,5,0,25,0,Email,Email,North,Mobile,Regular,0
CUST-90715,36,61700.0,11,277,5,59.34,6,0.329,0.154,3,0,5,0,Phone,Push,West,Mobile,New,0
CUST-90716,18,58900.0,58,118,4,55.33,9,0.352,0.004,3,0,25,0,Email,Email,North,Mobile,Regular,0
CUST-90717,45,88900.0,35,9,7,22.27,5,0.117,0.068,3,0,10,1,SMS,Email,West,Mobile,Regular,0
CUST-90718,30,62800.0,13,64,5,200.06,13,0.248,0.029,0,1,25,1,Email,SMS,East,Mobile,Regular,0
CUST-90719,36,50200.0,10,27,7,223.13,7,0.704,0.113,8,0,5,0,Email,Push,East,Desktop,Regular,0
CUST-90720,32,34100.0,31,11,4,82.8,7,0.716,0.281,3,0,20,0,SMS,Email,South,Tablet,Dormant,0
CUST-90721,36,44800.0,5,235,4,46.31,7,0.47,0.103,1,0,20,0,Email,SMS,North,Mobile,Regular,0
CUST-90722,18,30000.0,49,81,3,104.84,8,0.199,0.018,2,0,5,1,Phone,Email,North,Desktop,New,0
CUST-90723,56,54300.0,18,4,4,98.69,5,0.603,0.083,3,0,20,1,Push,Email,South,Mobile,Regular,1
CUST-90724,43,57500.0,9,61,3,33.09,4,0.503,0.182,3,0,15,1,SMS,SMS,North,Desktop,Regular,1
CUST-90725,54,12000.0,38,43,3,95.15,9,0.482,0.238,4,0,20,1,Push,Email,East,Mobile,New,0
CUST-90726,66,52400.0,13,17,7,132.54,4,0.311,0.218,3,0,10,1,Push,Email,East,Desktop,Dormant,0
CUST-90727,40,65700.0,24,28,5,52.16,8,0.25,0.14,1,0,5,1,Email,Email,North,Tablet,Regular,0
CUST-90728,18,55600.0,29,7,8,49.86,4,0.855,0.246,4,1,5,1,Email,Push,North,Mobile,Regular,0
CUST-90729,28,32000.0,12,30,6,99.47,3,0.218,0.061,2,0,15,0,SMS,Email,West,Mobile,VIP,0
CUST-90730,24,78700.0,35,64,2,83.94,7,0.152,0.019,2,0,25,0,Phone,Email,East,Mobile,Regular,0
CUST-90731,33,37400.0,60,65,4,145.62,6,0.168,0.048,4,1,20,1,Email,Email,South,Tablet,New,0
CUST-90732,41,26300.0,52,102,6,50.46,6,0.436,0.197,4,0,15,0,Push,Email,East,Tablet,VIP,0
CUST-90733,18,29400.0,25,26,4,276.66,3,0.646,0.148,2,1,20,1,Email,Email,East,Desktop,Regular,0
CUST-90734,44,51700.0,44,213,5,160.41,7,0.4,0.065,3,0,10,0,Email,Email,East,Mobile,VIP,0
CUST-90735,20,72700.0,10,2,2,67.01,2,0.059,0.015,2,0,25,1,Push,Email,East,Mobile,Dormant,0
CUST-90736,44,,23,163,4,111.01,6,0.496,0.191,5,0,15,1,Email,Push,East,Mobile,Regular,0
CUST-90737,39,56500.0,53,99,3,86.04,6,0.128,0.03,2,0,10,0,Email,SMS,West,Tablet,New,0
CUST-90738,36,27000.0,11,123,7,141.89,7,0.728,0.162,2,0,20,0,SMS,Email,North,Desktop,Regular,0
CUST-90739,39,38300.0,30,110,3,,8,0.26,0.054,5,0,5,0,SMS,Push,South,Mobile,Dormant,0
CUST-90740,33,33200.0,45,97,8,78.61,4,0.366,0.051,3,0,10,1,SMS,Email,South,Desktop,Regular,0
CUST-90741,32,48300.0,29,82,6,44.1,6,0.468,0.003,4,0,25,0,Push,SMS,West,Tablet,Regular,1
CUST-90742,18,14800.0,76,31,4,72.16,5,0.272,0.172,2,0,20,0,Email,Push,North,Mobile,Dormant,0
CUST-90743,40,54400.0,19,140,3,60.9,2,0.172,0.026,2,0,10,1,Push,Push,West,Mobile,Regular,0
CUST-90744,64,65600.0,17,2,3,28.94,7,0.442,0.039,5,0,10,0,Email,SMS,West,Desktop,VIP,0
CUST-90745,66,48900.0,7,8,2,66.24,8,0.672,0.147,2,1,5,1,Push,Email,North,Tablet,Dormant,1
CUST-90746,57,61700.0,31,1,4,72.92,5,0.698,0.085,3,0,25,1,Email,Email,South,Mobile,Dormant,0
CUST-90747,49,32300.0,29,30,1,102.47,4,0.326,0.108,5,0,5,1,Email,SMS,East,Mobile,Dormant,0
CUST-90748,31,,14,119,3,63.56,10,0.099,0.026,2,0,15,0,Email,Email,East,Mobile,Regular,0
CUST-90749,59,38600.0,35,176,6,104.18,8,0.185,0.015,3,0,5,1,Email,Email,West,Desktop,VIP,0
CUST-90750,39,76300.0,70,67,5,112.55,6,0.444,0.137,2,0,10,1,Email,SMS,South,Mobile,Regular,0
CUST-90751,39,73600.0,18,47,3,23.69,3,0.374,0.22,0,0,10,0,Email,Email,West,Desktop,New,0
CUST-90752,36,42400.0,61,18,6,114.7,5,0.293,0.172,5,0,15,0,SMS,Email,North,Desktop,VIP,0
CUST-90753,41,77300.0,43,5,4,71.32,7,0.309,0.078,5,0,30,0,Email,Email,West,Desktop,New,0
CUST-90754,34,45200.0,23,22,4,120.12,5,0.327,0.077,3,1,10,0,Email,SMS,South,Mobile,Regular,0
CUST-90755,39,83800.0,3,10,6,36.01,11,0.33,0.158,2,0,15,0,Email,Push,West,Mobile,Regular,0
CUST-90756,26,,24,110,3,41.82,6,0.579,0.291,3,0,20,1,SMS,Email,South,Tablet,New,0
CUST-90757,35,42500.0,14,84,3,91.36,8,0.385,0.124,4,0,15,1,Email,Email,South,Desktop,Regular,0
CUST-90758,70,68700.0,33,26,7,,3,0.854,0.332,1,1,15,1,Email,Phone,East,Tablet,New,1
CUST-90759,39,35700.0,17,35,5,218.18,6,0.381,0.074,2,0,20,1,Phone,SMS,South,Desktop,Dormant,0
CUST-90760,37,32400.0,22,27,4,58.05,3,0.619,0.192,6,0,15,1,Push,Phone,West,Mobile,Dormant,0
CUST-90761,47,21500.0,15,37,9,71.77,4,0.515,0.041,5,0,5,1,Email,Push,North,Mobile,Regular,0
CUST-90762,49,57400.0,17,3,2,34.4,10,0.745,0.179,1,0,15,1,Push,SMS,East,Mobile,Dormant,0
CUST-90763,26,50900.0,35,58,8,118.64,4,0.057,0.007,0,0,15,0,Email,Push,East,Mobile,VIP,0
CUST-90764,37,50400.0,5,65,6,28.08,5,0.55,0.101,5,0,5,0,Email,Push,South,Tablet,Regular,0
CUST-90765,52,43400.0,55,6,3,180.01,1,0.316,0.058,1,0,15,1,Email,Push,East,Desktop,VIP,1
CUST-90766,44,82200.0,39,78,0,130.09,10,0.244,0.013,4,0,10,1,Phone,Email,North,Mobile,Regular,0
CUST-90767,42,,4,54,5,21.57,7,0.69,0.462,2,0,5,1,Email,Email,East,Mobile,Dormant,0
CUST-90768,60,36800.0,32,26,8,101.85,4,0.567,0.211,5,0,10,0,Email,Email,North,Desktop,Regular,0
CUST-90769,31,78200.0,19,178,2,114.95,5,0.305,0.008,4,1,10,0,Email,Phone,North,Desktop,New,0
CUST-90770,41,81800.0,16,3,6,183.82,5,0.581,0.184,2,1,5,1,Email,Phone,East,Mobile,Regular,0
CUST-90771,33,59100.0,22,54,3,281.13,6,0.563,0.293,6,0,15,0,Email,Phone,North,Mobile,Regular,1
CUST-90772,59,15500.0,23,114,5,18.84,11,0.614,0.369,2,0,5,1,Email,SMS,South,Mobile,Dormant,1
CUST-90773,18,39400.0,13,184,3,42.73,6,0.247,0.101,5,0,5,0,Email,SMS,North,Mobile,New,0
CUST-90774,31,64900.0,18,72,5,86.69,5,0.782,0.225,2,0,15,1,Push,Email,West,Desktop,VIP,0
CUST-90775,33,52400.0,52,37,8,44.16,5,0.347,0.155,5,1,10,1,Email,Email,South,Desktop,Regular,1
CUST-90776,49,84600.0,6,15,7,82.91,10,0.205,0.06,3,0,15,0,Email,Email,North,Desktop,Regular,1
CUST-90777,48,23300.0,47,9,4,39.92,5,0.284,0.056,4,0,10,0,Email,Email,North,Desktop,Regular,1
CUST-90778,58,66200.0,13,116,3,144.94,7,0.54,0.193,3,0,20,1,Email,Email,North,Mobile,Dormant,0
CUST-90779,20,38800.0,36,42,3,54.63,2,0.436,0.029,1,0,20,0,Push,Push,South,Desktop,Dormant,0
CUST-90780,50,79800.0,8,78,2,103.7,2,0.631,0.157,5,0,15,1,Email,Push,North,Desktop,Regular,0
CUST-90781,36,50400.0,13,88,1,98.06,9,0.111,0.052,3,0,15,1,Push,SMS,East,Mobile,Dormant,0
CUST-90782,31,73600.0,21,5,5,62.16,6,0.276,0.03,2,0,20,0,SMS,SMS,West,Mobile,Dormant,0
CUST-90783,47,38400.0,3,111,6,62.26,3,0.1,0.014,2,0,15,0,SMS,Email,North,Desktop,New,0
CUST-90784,28,22400.0,8,9,9,70.03,7,0.468,0.047,1,0,5,1,Phone,Phone,North,Mobile,VIP,0
CUST-90785,18,,67,62,3,61.94,7,0.437,0.015,4,0,10,0,Email,Email,East,Desktop,Dormant,0
CUST-90786,35,39300.0,44,156,1,95.95,6,0.363,0.187,4,0,20,0,Email,Email,North,Desktop,New,0
CUST-90787,21,30500.0,48,19,2,128.72,4,0.431,0.279,3,0,10,0,Email,Email,North,Mobile,New,0
CUST-90788,32,77200.0,39,20,6,146.65,2,0.383,0.028,2,0,5,0,SMS,SMS,West,Mobile,Dormant,0
CUST-90789,45,80100.0,16,89,6,72.44,4,0.445,0.143,2,0,25,0,Email,Email,West,Mobile,Dormant,0
CUST-90790,44,57700.0,75,30,3,131.44,6,0.12,0.02,6,0,15,0,Email,SMS,East,Tablet,Regular,0
CUST-90791,61,30300.0,95,16,7,41.09,4,0.56,0.206,4,0,20,1,Email,Phone,West,Mobile,New,0
CUST-90792,37,49500.0,10,11,4,99.07,5,0.53,0.16,5,1,10,1,SMS,SMS,West,Mobile,New,0
CUST-90793,20,37600.0,25,108,0,94.72,7,0.495,0.204,4,0,10,0,Push,Push,East,Mobile,Regular,0
CUST-90794,30,82500.0,23,69,3,48.82,4,0.144,0.02,3,0,15,1,Email,Email,West,Mobile,Dormant,0
CUST-90795,28,58600.0,25,130,1,20.28,7,0.415,0.078,1,0,25,1,SMS,SMS,South,Desktop,Dormant,0
CUST-90796,24,62300.0,48,84,7,43.8,7,0.676,0.347,3,0,20,0,SMS,Push,West,Mobile,New,0
CUST-90797,46,43600.0,26,48,4,142.81,4,0.234,0.12,2,1,10,0,Push,Email,South,Desktop,Regular,1
CUST-90798,32,12000.0,28,45,2,82.24,4,0.237,0.048,3,0,20,0,Email,Email,North,Desktop,Regular,0
CUST-90799,18,35800.0,26,47,10,88.22,6,0.516,0.147,1,0,25,1,SMS,Push,West,Desktop,Regular,1
CUST-90800,49,28600.0,8,20,6,35.12,5,0.163,0.059,3,0,10,0,Email,Push,West,Desktop,Dormant,0
CUST-90801,39,59800.0,74,3,3,107.84,9,0.314,0.022,2,0,30,0,SMS,SMS,North,Mobile,Regular,0
CUST-90802,45,54000.0,7,16,7,206.77,4,0.423,0.196,3,0,20,1,Email,Push,North,Desktop,New,1
CUST-90803,41,35200.0,20,11,8,117.25,8,0.397,0.043,2,0,10,0,Push,Phone,North,Mobile,Regular,0
CUST-90804,48,43800.0,22,238,3,37.18,4,0.64,0.064,4,0,20,0,Push,Push,North,Desktop,Regular,0
CUST-90805,40,84900.0,34,124,7,32.31,4,0.389,0.045,1,0,5,0,Email,Email,South,Mobile,Regular,1
CUST-90806,56,31900.0,39,99,6,55.99,7,0.247,0.052,3,1,15,1,Email,Email,East,Mobile,Dormant,0
CUST-90807,46,32700.0,4,11,3,177.97,11,0.275,0.084,5,0,25,1,Push,Phone,West,Desktop,Regular,1
CUST-90808,45,47200.0,29,55,2,88.15,8,0.365,0.067,2,0,15,0,Email,Email,North,Desktop,VIP,0
CUST-90809,45,37300.0,11,1,4,167.71,4,0.484,0.165,6,0,25,1,Email,Phone,North,Mobile,Regular,1
CUST-90810,21,43000.0,36,21,1,33.89,4,0.202,0.015,4,0,5,0,Email,SMS,East,Mobile,New,0
CUST-90811,38,63200.0,4,101,6,44.08,4,0.117,0.015,0,0,30,1,Email,Email,East,Mobile,Regular,1
CUST-90812,37,88400.0,31,38,4,28.04,4,0.31,0.089,2,0,15,1,Push,SMS,South,Mobile,New,0
CUST-90813,43,14600.0,2,8,3,105.08,8,0.405,0.136,6,1,25,1,Email,Phone,North,Desktop,Regular,1
CUST-90814,22,51600.0,8,108,4,22.21,6,0.611,0.417,2,0,5,0,Email,Email,North,Desktop,Dormant,0
CUST-90815,61,52900.0,24,16,4,120.83,12,0.472,0.161,3,0,10,0,Push,SMS,North,Mobile,Dormant,1
CUST-90816,41,50200.0,40,2,1,140.99,6,0.162,0.022,2,0,15,0,Push,Push,North,Mobile,Regular,0
CUST-90817,24,48100.0,45,92,2,41.75,5,0.377,0.17,1,1,5,1,SMS,Email,North,Mobile,Regular,0
CUST-90818,18,44900.0,34,43,6,150.64,6,0.181,0.083,4,0,15,1,SMS,Push,South,Mobile,Dormant,0
CUST-90819,36,73100.0,16,30,4,101.68,9,0.829,0.351,3,0,20,0,Email,Phone,West,Mobile,Regular,0
CUST-90820,39,42200.0,31,45,2,74.84,10,0.095,0.043,3,0,5,0,Email,SMS,North,Mobile,New,1
CUST-90821,31,,24,49,5,193.14,4,0.364,0.173,3,0,10,1,Push,Push,South,Mobile,Regular,0
CUST-90822,41,52000.0,17,19,3,37.71,4,0.607,0.007,0,0,10,0,Push,Email,South,Mobile,Dormant,0
CUST-90823,32,54300.0,51,18,6,31.15,8,0.162,0.078,2,0,10,1,Email,Push,North,Mobile,Regular,0
CUST-90824,47,48400.0,28,62,5,17.03,9,0.786,0.161,1,0,15,0,Email,SMS,South,Tablet,Regular,0
CUST-90825,31,73000.0,28,27,3,32.97,8,0.32,0.018,0,1,10,0,Push,SMS,North,Mobile,New,0
CUST-90826,39,51800.0,44,1,4,27.3,5,0.729,0.213,5,1,5,1,Email,Email,North,Mobile,Dormant,0
CUST-90827,53,55700.0,17,198,3,74.45,2,0.184,0.038,4,1,15,0,Push,Phone,East,Mobile,Dormant,0
CUST-90828,73,50900.0,24,108,2,134.48,4,0.272,0.109,2,0,15,0,Email,Email,North,Mobile,Dormant,0
CUST-90829,27,30900.0,9,107,2,63.76,2,0.632,0.089,1,0,10,0,Email,Phone,North,Desktop,New,0
CUST-90830,34,34600.0,12,40,3,117.35,6,0.429,0.127,3,1,15,1,SMS,SMS,East,Mobile,VIP,0
CUST-90831,29,29900.0,7,69,12,56.45,3,0.391,0.116,3,1,15,1,Email,Email,South,Mobile,Dormant,1
CUST-90832,50,56000.0,10,13,7,210.09,6,0.335,0.183,2,0,15,0,Email,Email,South,Mobile,Dormant,1
CUST-90833,25,37000.0,11,20,5,57.42,7,0.123,0.063,1,0,20,1,Push,Push,West,Mobile,Dormant,0
CUST-90834,34,29700.0,23,6,5,40.14,5,0.105,0.035,3,0,5,0,SMS,Push,South,Mobile,Dormant,0
CUST-90835,40,57000.0,37,291,6,31.7,7,0.137,0.059,3,0,15,1,Push,Email,North,Desktop,Regular,0
CUST-90836,27,63000.0,16,8,6,134.28,5,0.512,0.12,1,1,30,1,Email,Email,West,Tablet,New,0
CUST-90837,28,15000.0,28,81,4,31.29,5,0.31,0.031,4,1,10,1,Push,Email,South,Desktop,Dormant,0
CUST-90838,34,87500.0,93,36,11,143.92,3,0.661,0.112,1,1,10,1,Email,Push,East,Mobile,New,0
CUST-90839,18,52700.0,15,45,7,110.42,6,0.518,0.022,5,0,15,0,Phone,Email,North,Mobile,VIP,0
CUST-90840,21,49800.0,20,98,6,200.44,5,0.36,0.089,5,0,5,0,Phone,Push,East,Mobile,New,0
CUST-90841,35,74400.0,18,10,4,117.09,4,0.352,0.043,3,0,10,1,Phone,Push,North,Desktop,Dormant,0
CUST-90842,42,53500.0,72,91,7,114.58,9,0.766,0.106,3,0,5,1,SMS,Email,West,Desktop,Regular,1
CUST-90843,38,39300.0,30,30,5,114.98,8,0.453,0.253,0,0,15,0,Phone,Push,East,Desktop,Dormant,0
CUST-90844,18,98100.0,7,24,2,72.59,6,0.474,0.275,5,0,15,0,Push,Push,North,Mobile,New,0
CUST-90845,34,29400.0,33,114,2,30.99,4,0.187,0.024,5,0,15,0,Email,Email,South,Mobile,Regular,0
CUST-90846,50,49900.0,12,5,6,48.78,6,0.16,0.006,2,0,25,0,Push,Push,West,Mobile,New,0
CUST-90847,47,69800.0,24,86,7,41.6,5,0.755,0.309,7,0,5,0,Email,SMS,South,Desktop,Dormant,0
CUST-90848,39,29500.0,41,8,7,,5,0.555,0.038,4,0,10,0,Email,Email,North,Mobile,VIP,1
